NRP,TANGGAL,SHIFT,IN,OUT,ROSTER_CODE,KODE_ABSEN
KA18004,23/10/2023,,,,510,E
KC19001,23/10/2023,,,,510,E
KC22126,23/10/2023,,,,510,E
KR21012,23/10/2023,,,,510,E
KR21023,23/10/2023,1,5:23,18:30,510,-
KT13108,23/10/2023,,,,510,E
KT13138,23/10/2023,1,5:11,18:30,510,-
KT13144,23/10/2023,1,5:2,18:30,510,-
KT17049,23/10/2023,2,17:30,6:30,510,-
KT17081,23/10/2023,,,,510,E
KT17146,23/10/2023,2,17:7,6:30,510,-
KT19003,23/10/2023,,,,510,E
