NRP,TANGGAL,SHIFT,IN,OUT,ROSTER_CODE,KODE_ABSEN
KA08009,17/03/2018,1,05:20,18:00,502,L
KA08009,18/03/2018,,,,502,E
KA08009,25/03/2018,,,,502,E
KA08009,26/03/2018,,,,502,E
KA08009,28/03/2018,2,17:20,06:00,502,-
KA08009,29/03/2018,2,17:22,06:00,502,-
